Artikel	Bolag	"Adr klass"	RID-S-klassificering	Klassificeringskod	Packningsgrupp	Packningsinstruktioner	"Särskilda Packningsföreskrifter"	"Särskilda Packningsinslag"	"Särskilda Föreskrifter"	Tunnelbegränsningar	"Un nummer"	Transportnamn	Varningsetikett	Miljörisk	"Föreskrift för begränsad mängd"	"Föreskrift för minskad mängd"	Flampunkt	Lastningskoder	Användarinstruktioner	Farokod	Säkerhetsbroschyr	"Länk till säkerhetsbroschyr"	IMDG-KOD	ICAO-TI	"Minsta temperatur"	Hållbarhetstid	Temperaturkänslighet	"Vikt netto"	"Volym (L)"	"Farligt gods nivå"
200181474	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181479	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181510	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181512	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181513	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181516	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181519	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181529	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181533	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181570	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181592	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200181594	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200182204	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200183536	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001901	GG	0													0	0	0	0		0	False		0		0	0	0	0		
2001905	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001906	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001910	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001911	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001912	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001913	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001914	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001915	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001918	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001919	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001920	GG	9		M4		"P903, P903-5, LP903"				E	3481	"LITHIUM ION BATTERIES CONTAINED "			0	0	0	0		0	False		0		0	0	0	15	0	DG
2001921	GG	9		M4		"P903, P903-5, LP903"				E	3481	"LITHIUM ION BATTERIES CONTAINED "			0	0	0	0		0	False		0		0	0	0	20	0	DG
2001922	GG	9		M4		"P903, P903-5, LP903"				E	3481	"LITHIUM ION BATTERIES CONTAINED "			0	0	0	0		0	False		0		0	0	0	30	0	DG
2001923	GG	9		M4		"P903, P903-5, LP903"				E	3481	"LITHIUM ION BATTERIES CONTAINED "			0	0	0	0		0	False		0		0	0	0	12	0	DG
2001924	GG	9		M4		"P903, P903-5, LP903"				E	3481	"LITHIUM ION BATTERIES CONTAINED "			0	0	0	0		0	False		0		0	0	0	15	0	DG
2001925	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001926	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001927	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001928	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001929	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001930	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001931	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001932	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001933	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001934	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001935	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001936	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001937	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001938716165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001938717165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001938718161	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001939	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001940	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001941	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001942241888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001942248888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001942375888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001943248888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001943375888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001944242888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001944248888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001944375888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001944376888	GG	0													0	0	0	0		0	False		0		0	1825	0	0	0	
2001945	GG	0													0	0	0	0		0	False		0		0	365	0	0	0	
2001946	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001947	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001948716250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001948717250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001948718250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001948719250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001948720250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001950	GG	0			II						3481				0	0	0	0		0	False		0		0	0	0	0	0	
200195009	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195011	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195012	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195015	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195017	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195019	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195021	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195023	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195028	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195030	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195034	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195036	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195040	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195042	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195044	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195046	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195048	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195049	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195051	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195054	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195058	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195060	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195063	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195066	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195068	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195070	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195072	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195074	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195076	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195078	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195080	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195082	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195084	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195086	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195088	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195090	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195092	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195094	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195096	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195098	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001951	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200195100	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195102	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195104	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195106	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195108	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195110	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195112	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195114	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195116	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195118	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195121	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195123	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195125	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195128	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195130	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195132	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195134	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195136	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195138	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195139	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195141	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195143	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195145	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195147	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195150	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195152	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195154	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195157	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195159	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195164	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195166	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195168	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195169	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195171	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195172	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195175	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195177	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195179	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195181	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195183	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195186	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195188	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195191	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195193	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195195	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195198	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001952	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200195201	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195203	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195206	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195209	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195214	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195217	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195221	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195223	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195225	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195227	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195229	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195231	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195233	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195236	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195239	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195242	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001953	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001954	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001955	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001956	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001957	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
2001958	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200195860	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195862	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195864	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195866	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195869	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195872	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195876	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195878	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195882	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195884	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195886	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195889	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195890	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195892	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195894	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195896	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195897	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195899	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001959	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200195901	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195904	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195906	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195909	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195911	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195913	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195915	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195917	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195919	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195921	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195930	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195932	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195935	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195937	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195939	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195942	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195944	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195946	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195948	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195950	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195952	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195954	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195956	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195958	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195960	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195962	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195964	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195967	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195969	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195970	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195972	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195974	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195976	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195980	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195983	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195985	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195986	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195988	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195990	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195992	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195995	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200195998	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001960	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200196000	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196003	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196006	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196008	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196010	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196012	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196014	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196019	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196022	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196024	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196026	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196028	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196031	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196032	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196034	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196036	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196041	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196046	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196049	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196054	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196057	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196060	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196063	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196069	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196071	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196074	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196077	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196079	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196082	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196084	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196085	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196089	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196092	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196095	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196097	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001961	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200196100	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196105	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196108	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196110	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196112	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196115	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196117	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196123	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196125	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196128	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196131	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196133	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196139	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196143	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196146	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196148	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196152	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196154	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196156	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196159	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196165	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196167	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196169	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196176	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196179	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196181	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196184	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196186	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196189	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196193	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196196	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196199	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001962	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200196202	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196205	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196207	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196208	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196210	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196213	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196215	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196216	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196217	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196218	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196219	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196220	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196221	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196222	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196223	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196224	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196225	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196226	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196227	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196228	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196229	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196230	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196231	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196232	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196233	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196234	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196235	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196237	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196238	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196239	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196240	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196242	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196244	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196247	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196249	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196251	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196253	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196255	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196265	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196267	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196270	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196273	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196275	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196278	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196281	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196283	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196286	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196289	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196291	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196293	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196297	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196299	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
2001963	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
200196304	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196307	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196310	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196312	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196315	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196317	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196319	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196321	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196323	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196326	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196328	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196330	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
200196331	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
