Artikel	Bolag	"Adr klass"	RID-S-klassificering	Klassificeringskod	Packningsgrupp	Packningsinstruktioner	"Särskilda Packningsföreskrifter"	"Särskilda Packningsinslag"	"Särskilda Föreskrifter"	Tunnelbegränsningar	"Un nummer"	Transportnamn	Varningsetikett	Miljörisk	"Föreskrift för begränsad mängd"	"Föreskrift för minskad mängd"	Flampunkt	Lastningskoder	Användarinstruktioner	Farokod	Säkerhetsbroschyr	"Länk till säkerhetsbroschyr"	IMDG-KOD	ICAO-TI	"Minsta temperatur"	Hållbarhetstid	Temperaturkänslighet	"Vikt netto"	"Volym (L)"	"Farligt gods nivå"
1238392846396	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238392847396	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238392848396	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238392849396	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238393881300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238393883300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238393884300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238394882160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238394883160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238395881150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238395882150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238395883150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238395884150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238395885150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238395886150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238396882160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238397883150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238397885150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238400883160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238401129300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238401153300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238402129150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238402141150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238402153150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238403129160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238404129160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238405129300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238405141300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238405153300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238405165300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238406462300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238406463300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238406464300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238406465300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238406466300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238407566300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238408557150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238408566150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238409566160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238410562984	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238411619300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238411623300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238412769160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238412771160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238412773160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238413619200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238413620200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238413621200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238413622200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238413623200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238414	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238415	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238416882200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238416883200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238416884200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238416885200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238417881200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238417882200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238417883200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238417884200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238417885200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238417886200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238418882200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238418883200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238418884200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238418885200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238419884150	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238420881250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238421619200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238421620200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238421621200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238421622200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238421623200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238421624200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238422619992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238422620992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238422621992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238422622992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238422623992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238422624992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238423630992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238423631992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238423632992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238423633992	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238424630200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238424631200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238424632200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238424633200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238425845200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238425846200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238425847200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238425848200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238435	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238436	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238441	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238443	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238444	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238445	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238447	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238448	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238449	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238454	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238455	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238462	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238465538670	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238467536200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238467539200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238468539200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238468541200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238468542200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238468546200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238468547200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238469539200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238469543200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238469547200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470536890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470538890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470539890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470541890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470543890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470544890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470545890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238470547890	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238471703200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238471704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238472702200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238472704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238474	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238475	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238476703994	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238476704994	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238477	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238478	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238479	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238480	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238481	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238482702165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238482704165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238483702165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238483704165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238484551200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238484553200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238484556200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485539200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485540200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485541200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485542200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485543200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485544200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485545200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485558200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485561200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485571200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238485847200	GG	0													0	0	0	0		0	False		0		0	0	0	0		
1238485848200	GG	0													0	0	0	0		0	False		0		0	0	0	0		
1238485849200	GG	0													0	0	0	0		0	False		0		0	0	0	0		
1238486539200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486540200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486541200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486542200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486543200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486544200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486545200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486558200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486561200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486571200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238486848200	GG	0													0	0	0	0		0	False		0		0	0	0	0		
1238486849200	GG	0													0	0	0	0		0	False		0		0	0	0	0		
1238487946165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238487947165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238487948165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238488946300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238488947300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238488948300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238489954200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238489955200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238490956200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238490957200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491875983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491876983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491877983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491878983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491881983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491882983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491884983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238491885983	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492765835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492767835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492769835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492770835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492771835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492773835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238492775835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493765835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493767835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493769835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493770835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493771835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493773835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238493775835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238494949835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238494958835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238494959835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238494960835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238494961835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238494962835	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238495701200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238495702200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238495703200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238495704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238495705200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238495945200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238496701300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238496702300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238496703300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238496704300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238496705300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238496945300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238497701981	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238497702981	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238497703981	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238497704981	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238498701982	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238498702982	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238498703982	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238498704982	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238499701200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238499702200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238499703200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238499704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238499705200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238500701397	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238500702397	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238500703397	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238500704397	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238500705397	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238501	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238502	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238503	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238504	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238505883200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238506882200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238506883200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238506884200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238507845200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238507846200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238507848200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238508702300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238508703300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238508704300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238509702160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238509704160	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238510	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238511	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238512	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238513	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238514	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238515	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238519	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238520	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238521	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238522	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238523	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238524839200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238524840200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238524841200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238525839200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238525840200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238526537200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238526539200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238526541200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238527	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238528	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238529	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238530	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238531	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238532	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238533	GG	3		F1	III	"P001, LP01, R001, IBC03"				D/E	1987	"ALCOHOLS, N.O.S."		30	1	1	23	0		0	False		0		0	0	0	"0,79"	0	DG
1238534	GG	3		F1	III	"P001, LP01, R001, IBC03"				D/E	1987	"ALCOHOLS, N.O.S."		30	1	1	23	0		0	False		0		0	0	0	"0,79"	0	DG
1238535	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238536	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238537	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238538	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238539	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238540	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238541	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238542	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238543	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238544	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238545	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238546	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238548410250	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238549420280	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238550420130	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238551410115	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238552410300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238553410300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238554420130	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238555420300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238556420115	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238557410280	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238557420280	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238558596115	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238565	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238566	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238567	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238568	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238569892916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238569893916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238570880916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238570881916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238570882916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238570883916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238570884916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238570885916	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238571891200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238571892200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238571893200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238571894200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238572882200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238572883200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238572884200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238572885200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238573	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238574	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238575	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238576	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238577703200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238577704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238578702200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238578703200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238578704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238579	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238580702200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238580703200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238580704200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238580705200	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238581765165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238581767165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238581769165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238581771165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238581773165	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238582	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238583	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238584	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238585	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238586	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238588881300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238588883300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238588884300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238588885300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238588886300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238589884300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238589885300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238589886300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238590165300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238591153300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238592153410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238593461410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238593462410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238593463410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238593464410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238593465410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238593466410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238594557300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238594562300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238595881300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238595882300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238595883300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238595884300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238595885300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238596947300	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238598	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238599	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238600	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238601	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238603884170	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238604141140	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238604165140	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238606557410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
1238606562410	GG	0													0	0	0	0		0	False		0		0	0	0	0	0	
